name,province,company,langue,date_naissance,agee,age_permis,numeropol
Evan Obrien,Ontario,"Andrews, Tucker and Oconnor",fr,1979-07-26,37,24,21335
Courtney Werner,Saskatchewan,Graham-Mccoy,fr,1948-10-10,68,26,21336
Madison Knight,Quebec,Kramer-Hopkins,fr,1992-02-18,25,25,21355
Michael Durham,Saskatchewan,Hernandez-Cuevas,en,1983-10-21,33,33,21364
Ryan Price,Quebec,Delgado-Combs,en,1982-06-16,34,32,21365
Jeffrey Wagner,Saskatchewan,Bryant-Carter,fr,1946-06-24,70,24,21372
Kelly Hill,Saskatchewan,Carroll-Barnes,en,1962-01-27,55,21,21376
Kevin Miranda,British Columbia,"Pham, Green and Porter",fr,1979-09-03,37,18,21377
Stacy Sullivan,Nunavut,Soto Group,fr,1963-10-26,53,18,21379
Paul Torres,Quebec,"Andrade, Galvan and Newton",fr,1946-11-30,70,29,21388
Michael Hood,Nunavut,"Miller, Rubio and Cooley",en,1944-11-18,72,26,21391
Pamela Montgomery,Yukon Territory,Shaw and Sons,en,1965-10-16,51,25,21393
Barbara Cross,Newfoundland and Labrador,"Ponce, Sims and Walton",fr,1975-10-09,41,33,21404
Dr. Charlotte Mason MD,Saskatchewan,"Harding, Hardy and Tran",en,1950-01-15,67,35,21414
Julian Ruiz,Prince Edward Island,Gregory Inc,fr,1988-08-24,28,18,21426
Michael Smith,Nunavut,Miranda-Mcclure,en,1996-02-29,21,21,21430
Alyssa Garcia,Quebec,Cervantes-Williams,en,1980-01-31,37,30,21438
Jason Reynolds,Saskatchewan,Lynch and Sons,fr,1979-02-22,38,23,21440
Patrick Mcintosh,Saskatchewan,Tucker-Dominguez,fr,1988-07-14,28,17,21447
Dave Padilla,Northwest Territories,"Robinson, Martin and Smith",fr,1986-11-21,30,22,21448
Danny Bell,Quebec,Brown and Sons,fr,1999-08-07,17,17,21450
Spencer Gonzales,Yukon Territory,Hill-Russell,fr,1943-01-17,74,33,21455
Jared Madden,Prince Edward Island,"Alvarez, Brown and Love",fr,1951-03-01,66,26,21456
James Khan,Newfoundland and Labrador,Davis and Sons,en,1986-07-02,30,24,21464
Karen Smith,Alberta,Ponce-Stanley,fr,1982-08-13,34,20,21470
Ariana Sanders,Manitoba,"Williams, Williams and Taylor",fr,1985-07-01,31,31,21476
Thomas Campbell,Prince Edward Island,Wright-Romero,fr,1968-11-09,48,30,21480
Jean Collins,Yukon Territory,Reyes PLC,fr,1973-03-28,44,31,21492
Shannon Miller,Manitoba,"Davis, Payne and Vazquez",en,1991-05-02,26,26,21498
George Gregory,Nova Scotia,Juarez-Baldwin,fr,1968-04-30,49,28,21506
Emily King,Northwest Territories,Wilson-Thomas,fr,1951-06-14,65,17,21508
Emily Walker,Nunavut,Stevens LLC,en,1943-03-21,74,20,21510
Dennis Ball,Quebec,"Brady, Scott and Hughes",en,1993-07-01,23,23,21511
Dr. Darin Ellis MD,Newfoundland and Labrador,Dixon Group,fr,1941-06-24,75,24,21515
Andrea Walker,New Brunswick,Marshall-Stewart,fr,1971-10-14,45,32,21519
Colleen Young,Manitoba,Smith-Walker,fr,1987-10-31,29,26,21528
Michael Medina,Alberta,Martinez-Brown,en,1996-09-09,20,20,21546
Matthew Shannon,British Columbia,"Farrell, Duncan and Peterson",en,2000-04-09,17,17,21547
Lisa Bowers,New Brunswick,Lloyd-Fox,fr,1992-04-08,25,22,21548
James Bradford,Alberta,Booth-Contreras,fr,1955-10-14,61,30,21551
Jennifer Ryan,New Brunswick,Kaufman-Nelson,fr,1990-09-03,26,26,21586
Mary Martin,Manitoba,Tapia Group,en,1983-10-01,33,22,21592
Daniel Harris,Northwest Territories,Parks Ltd,en,1968-08-28,48,25,21596
Albert James,Prince Edward Island,Ramsey Ltd,en,1968-07-13,48,35,21613
Wanda Kim,New Brunswick,Thomas-Cardenas,fr,1988-10-09,28,17,21621
Philip Fuller,Ontario,"Figueroa, Garrett and Griffin",en,1985-06-15,31,25,21627
Wendy Thompson,Newfoundland and Labrador,Johnson Ltd,en,1998-04-10,19,19,21629
Kristine Wood MD,Newfoundland and Labrador,Barnett-Barr,fr,1996-02-21,21,21,21640
Christopher Mcdowell,Quebec,Wong Inc,en,1951-06-21,65,26,21643
Ronald Johnson,New Brunswick,"Acosta, Mcdonald and Jackson",en,1945-01-12,72,32,21648
Karen Green,Nova Scotia,Drake LLC,fr,1945-03-27,72,18,21673
Terry Bradshaw,Northwest Territories,Hudson Ltd,en,1976-12-17,40,33,21675
Breanna Flores,Manitoba,"Carter, Gonzalez and Sharp",fr,1990-04-19,27,22,21689
Rebecca Ellis,New Brunswick,"Robbins, Kemp and Young",fr,1963-09-02,53,30,21693
Matthew Estrada,Prince Edward Island,Duffy-Martin,fr,1989-12-11,27,27,21714
Stephanie Lopez,Quebec,Fox-Moore,fr,1971-09-15,45,21,21715
Caitlin Ellis,Newfoundland and Labrador,"Alvarez, Snow and Romero",en,1980-09-27,36,31,21720
Allison Martin,Nova Scotia,Clark-Fields,en,1976-11-20,40,22,21737
Karen Hansen,Yukon Territory,"Tapia, Cole and Stephenson",en,2000-07-23,16,16,21742
Cory Gonzalez,Manitoba,Wong Ltd,en,1999-09-08,17,17,21752
John Diaz,New Brunswick,"Perez, Lewis and Ward",en,1994-09-06,22,17,21759
Justin Mitchell,British Columbia,"Wells, Oliver and Young",fr,1959-05-09,58,32,21761
Lisa Villegas,Newfoundland and Labrador,Alvarado Group,fr,1971-08-10,45,25,21764
Jaclyn Stein,Ontario,"Peterson, Nguyen and Norman",fr,1945-01-10,72,26,21781
Zachary Barber,Prince Edward Island,Leon-Rush,en,1986-09-10,30,30,21784
Mr. Marvin Ritter,Alberta,Gilbert-Gonzales,fr,1960-11-19,56,31,21785
Taylor Berger,Manitoba,"Pollard, Henderson and Bennett",fr,1986-10-30,30,23,21788
Mr. Marcus Jones II,Alberta,Mccoy-Wright,en,1943-03-23,74,18,21795
Alyssa Lee,Prince Edward Island,Frye-Alexander,fr,1981-10-23,35,22,21803
Larry Scott,Ontario,"Estrada, Johnson and Wilson",fr,1998-08-07,18,18,21804
Timothy Bruce,Manitoba,"Arnold, Wood and Johnson",en,1967-01-16,50,23,21817
Morgan Johnson,Prince Edward Island,Jones-Washington,fr,1952-09-20,64,34,21828
Jacqueline Potter,Nunavut,Knapp Ltd,fr,1972-09-05,44,26,21830
Sarah Mack,Ontario,Ruiz Group,fr,1995-05-08,22,22,21843
Daniel Walsh,Manitoba,Taylor Ltd,en,1988-12-08,28,28,21844
Joseph Medina,Prince Edward Island,"Ramirez, Daniel and Cohen",fr,1948-02-06,69,24,21862
Mike Hogan,British Columbia,"Hill, Rogers and Brennan",fr,1980-04-12,37,32,21875
Jeremy Gardner,Nova Scotia,Li Ltd,en,1988-09-22,28,28,21879
Derek Palmer,New Brunswick,Johnson-Porter,fr,1950-07-26,66,20,21883
Mary Bartlett,New Brunswick,Morris-Watson,fr,1998-03-21,19,19,21886
Becky Dodson,New Brunswick,Bailey Group,fr,1984-01-19,33,28,21887
Jacob Pena,Ontario,"Palmer, Garrison and Hernandez",fr,1947-01-01,70,22,21889
Ashley Conner,Nunavut,"Crawford, Adams and Garner",en,1993-10-28,23,23,21899
Dr. Rhonda Roberts,Ontario,"Williams, Petersen and Bush",en,2000-03-05,17,17,21901
Daniel Anderson,Prince Edward Island,Ponce-Barnett,en,1942-02-26,75,30,21918
Monica Keller,Manitoba,Anderson-Beck,fr,1941-06-24,75,21,21938
Monica Green,Newfoundland and Labrador,Vaughn LLC,en,1942-08-13,74,25,21942
John Smith,Yukon Territory,"Davis, Evans and Jones",en,1971-03-08,46,35,21947
Christopher Oconnor,Manitoba,"Mcdonald, Wright and Contreras",fr,1968-06-19,48,35,21949
Breanna Olsen,Nova Scotia,Bonilla-Carr,en,1960-02-11,57,31,21958
Christopher Brown,Yukon Territory,"Jenkins, Ryan and Taylor",en,1950-02-05,67,24,21993
Rachel Oconnor,Nova Scotia,Evans-Lawson,fr,1999-10-24,17,17,21994
Zachary Estes,Yukon Territory,Nelson Group,fr,1965-08-16,51,33,21996
Johnny Henson,Northwest Territories,"Vasquez, Stanley and Velasquez",en,1973-11-03,43,27,22013
Casey Horne,Quebec,Ferguson-Hunter,fr,1950-12-15,66,29,22020
James Cameron,Newfoundland and Labrador,Morales-Walton,en,1941-12-21,75,24,22025
Lisa Kim,New Brunswick,Sharp Ltd,en,1949-12-29,67,28,22031
Crystal Webb,Nova Scotia,"Rodriguez, Davenport and Padilla",fr,1958-05-23,59,18,22032
Patricia Warner,Northwest Territories,Erickson Inc,en,1948-02-03,69,29,22044
Kenneth Marquez,New Brunswick,Smith-Lara,fr,1980-09-25,36,30,22045
Tanner Myers,Nova Scotia,Taylor-Morgan,en,1951-04-26,66,27,22056
Kristina Kirby,Manitoba,Tapia-Davis,fr,1972-04-27,45,21,22062
Christopher Rice,Manitoba,Thompson-Richardson,en,1986-01-03,31,31,22063
Michael Houston,Ontario,Mason-Cabrera,fr,1973-08-30,43,26,22064
Timothy Black,Nunavut,Ashley PLC,en,1953-09-26,63,24,22066
Daryl Pitts,New Brunswick,Anderson and Sons,en,1958-05-02,59,33,22070
Vickie Carroll,Prince Edward Island,"Becker, Martinez and Morales",fr,1997-10-08,19,19,22076
Anthony Hanson,Yukon Territory,Robles-Huynh,fr,1955-11-21,61,33,22078
Mariah Fowler,Nova Scotia,Alvarez-Jones,en,1957-05-26,60,24,22098
Patrick Howard,Manitoba,Miller-Peck,en,1953-01-27,64,18,22112
Brandon Pearson,Newfoundland and Labrador,"Hernandez, Warren and Price",fr,1959-01-26,58,17,22115
Christopher Pierce,Nunavut,Clark Inc,en,1996-09-16,20,20,22121
Tammy Murphy DDS,Nunavut,Brown LLC,fr,1942-08-13,74,28,22122
Angela Collins,Prince Edward Island,Henry-Carson,fr,1952-11-17,64,25,22126
Steven Scott,Prince Edward Island,"Mays, Yates and Steele",fr,1980-11-02,36,21,22133
Benjamin Dougherty,Quebec,Torres-Lewis,en,1996-02-16,21,21,22136
Kathleen Singleton,British Columbia,"Warner, White and Carlson",fr,2000-05-30,17,17,22137
Courtney Roberts,Alberta,"Farmer, Bishop and Avila",en,1952-04-22,65,21,22142
Julie Wong,New Brunswick,Castro-Ryan,en,1995-04-09,22,17,22154
Jennifer Juarez,Nova Scotia,Carter and Sons,fr,1945-04-11,72,29,22164
Lisa Harper,Northwest Territories,Patrick LLC,fr,1969-05-13,48,24,22176
Daniel Perry,Northwest Territories,Greene-Velez,en,1972-03-22,45,26,22181
Melissa Spencer,British Columbia,Murray-Tate,en,1989-03-10,28,28,22186
Amy Coleman,Quebec,"Edwards, Wood and Whitehead",en,1960-12-19,56,26,22187
Leslie Gordon,Yukon Territory,Mckinney-Bowman,en,1952-06-20,64,26,22189
Todd Clark,Prince Edward Island,Martin-Clark,fr,1969-08-24,47,23,22193
Brian Harrell,Prince Edward Island,Peck-Gomez,en,1991-10-25,25,25,22213
Anna Powell,British Columbia,"Hodge, Michael and Gonzalez",fr,1968-02-17,49,20,22214
Natasha Ryan,Newfoundland and Labrador,Mann Group,fr,1972-02-15,45,31,22218
Paige Peters,British Columbia,"Miller, Smith and Martin",en,1989-06-27,27,27,22219
Laura Murray,Manitoba,Lang-Thornton,en,1998-04-24,19,19,22221
Stephanie Fisher,Nova Scotia,Glenn PLC,fr,1979-09-18,37,28,22227
Eric Adams,Manitoba,Kelley Inc,fr,1996-01-21,21,21,22238
Joel Jackson,Ontario,Chen-Johnson,fr,1970-10-12,46,29,22248
Kimberly Gamble,Quebec,Henry and Sons,en,1988-07-25,28,28,22254
Stephanie Mclean,Nunavut,Mitchell Inc,en,1985-08-06,31,21,22258
Leroy Hughes,Nunavut,Davis-Brown,fr,1951-07-22,65,28,22265
Ann Carpenter,Quebec,Wade PLC,en,1944-05-15,73,17,22280
Wendy Gilbert,New Brunswick,Rodriguez LLC,fr,1963-07-29,53,18,22293
Bradley Jones,New Brunswick,Moore-Marshall,en,1955-09-04,61,17,22295
Laura Nguyen,Manitoba,Mullins-Ross,fr,1986-03-11,31,18,22296
Megan Santiago,Northwest Territories,Harris-Fuller,en,1975-07-18,41,19,22310
Ryan Bender,Nova Scotia,Bird-Williams,en,1949-05-15,68,19,22333
Carrie Coleman,Northwest Territories,"Jackson, Ritter and Owen",en,1986-06-29,30,30,22334
Sharon Garza,New Brunswick,"Parker, Harris and Roman",en,1982-07-31,34,24,22341
Joshua Caldwell,Prince Edward Island,"Flores, Figueroa and Horton",fr,1976-07-15,40,21,22345
Jillian Harris,Alberta,Green-Russo,fr,1951-01-13,66,34,22360
Angela Sandoval,New Brunswick,"Sims, Patterson and Stokes",en,1947-10-29,69,29,22377
Jonathan Lester,New Brunswick,"Fitzgerald, Johnson and Phillips",en,1961-09-04,55,26,22383
Kathleen Drake,Newfoundland and Labrador,"Jones, Gonzales and Garcia",fr,1941-11-07,75,17,22391
Thomas Hill,Alberta,Keller Ltd,fr,1994-11-24,22,18,22396
Amanda Patel,New Brunswick,Price-Adams,en,1996-08-18,20,20,22420
Michael Parrish,Northwest Territories,Werner-Anderson,fr,1992-06-21,24,24,22423
Brian Vargas,Manitoba,"Peck, Mosley and Martinez",fr,1954-08-01,62,35,22429
Arthur Kennedy,Northwest Territories,"Cox, Bailey and Roach",en,1965-05-13,52,25,22438
Ashley Ryan,Quebec,Ho LLC,fr,1963-06-19,53,26,22441
Patricia Rogers,Nunavut,"Wagner, Clark and Johnson",fr,1967-12-19,49,28,22446
Larry Rivera,Ontario,"Dickerson, Rocha and Smith",fr,1984-05-05,33,29,22456
Nicholas Bailey,Alberta,Holloway Ltd,fr,1952-05-03,65,31,22460
Jennifer White,Ontario,Johnson-Walker,en,1959-11-24,57,30,22461
Heather Barber,Ontario,Gray Group,fr,1957-07-26,59,30,22465
Jaclyn Davis,Saskatchewan,Williamson Group,fr,1955-06-22,61,18,22466
Michael Allen,Northwest Territories,Love-Andersen,fr,1959-06-05,57,17,22467
Tyler Kirk,British Columbia,Gonzales-King,fr,1964-10-12,52,23,22476
William Little,New Brunswick,Fuller-Clements,fr,1944-06-02,72,22,22486
Maria Thomas,Quebec,Silva LLC,fr,1946-05-07,71,17,22520
Joshua French,Newfoundland and Labrador,Gonzalez-Taylor,fr,1986-02-04,31,22,22532
Jessica Grant MD,Saskatchewan,Richardson-Evans,en,1994-01-23,23,23,22548
Tiffany Gibson,Newfoundland and Labrador,"Stewart, Riley and Walker",fr,1960-08-28,56,26,22550
Edward Ruiz,British Columbia,Lopez-Crawford,fr,1967-03-15,50,28,22555
Marc Ramirez,Saskatchewan,"Ferrell, Cole and Olsen",fr,1954-01-25,63,35,22556
Luis Grant,Nova Scotia,Rush-Jones,fr,1954-04-02,63,24,22563
Sabrina Scott,Ontario,Wagner-Brown,en,2000-08-13,16,16,22579
William Smith,Alberta,"Ellis, Fuller and Daniels",en,1946-03-24,71,25,22610
David Castro,Manitoba,Caldwell-Russo,fr,1942-11-14,74,18,22622
Corey Riddle,Northwest Territories,"Newman, Mathews and Wilson",en,1989-01-07,28,21,22629
Jennifer Brown,Prince Edward Island,"Johnson, Patton and Peters",fr,1999-09-26,17,17,22632
Ralph Thornton,Manitoba,Smith-Cisneros,fr,1960-06-15,56,20,22633
Mark Morales,Saskatchewan,Doyle Inc,en,1972-06-23,44,23,22641
James Bender,Prince Edward Island,"Smith, Powell and Blake",en,1971-08-07,45,19,22675
Elijah Rodgers,Nova Scotia,Hammond Inc,fr,1976-02-22,41,30,22684
Jessica Brown,New Brunswick,"Thomas, Powell and Frederick",fr,1946-04-10,71,17,22690
Erin Little,New Brunswick,"Thompson, Peters and Mckee",fr,1953-01-06,64,25,22702
David Stephens,British Columbia,Knapp PLC,en,1978-04-30,39,24,22704
Christian Haney,New Brunswick,King-Phillips,fr,1991-06-07,25,23,22709
Patrick Green,Yukon Territory,"Maxwell, Woods and Lester",en,1964-11-23,52,25,22728
Terrence Phillips,New Brunswick,Castillo LLC,fr,1943-02-18,74,24,22732
Julie Ward,Northwest Territories,Nash Ltd,fr,1992-01-30,25,25,22753
Raymond Campbell,Alberta,"Martinez, Palmer and Maxwell",fr,1967-03-10,50,24,22757
Jared Mcneil,Yukon Territory,Pratt Inc,fr,1992-09-22,24,22,22764
Miranda Shaw,Saskatchewan,Carter-Rodriguez,fr,1993-02-12,24,24,22778
Monica Pennington,Prince Edward Island,"Walker, Park and Burton",en,1991-02-01,26,26,22805
Sean Phillips,Nova Scotia,Patel-Stephens,en,1977-04-30,40,30,22815
Hannah Moore,Northwest Territories,Ross-Reilly,fr,1980-10-31,36,33,22822
Thomas Welch,New Brunswick,Wall Inc,en,1976-04-19,41,22,22825
Janice Gallegos,Quebec,Montgomery PLC,en,1944-08-30,72,28,22832
John Lawrence,Northwest Territories,West-Allen,fr,1974-09-24,42,34,22837
Felicia Myers,Yukon Territory,Martin PLC,en,1986-09-07,30,30,22841
Karen Pope,British Columbia,Johnson-Bolton,fr,1942-06-09,74,26,22842
Teresa Elliott,Quebec,"Mcmillan, Duran and Gonzalez",en,1977-11-29,39,33,22855
Jon Aguilar,Saskatchewan,Lee-Nelson,en,1947-01-13,70,19,22857
Kristie Massey,Alberta,Parks-Estes,en,1972-01-03,45,24,22862
Justin Lang,Prince Edward Island,Ford Inc,en,1943-04-03,74,19,22863
Daniel Johnson,Prince Edward Island,Mcmillan and Sons,fr,1987-11-21,29,29,22865
Ana Flores,Prince Edward Island,Montgomery-Burke,en,1993-02-21,24,24,22911
Logan Sanchez,Saskatchewan,Newman-Franklin,fr,1952-03-06,65,29,22925
Tiffany Hayes,Nunavut,Webb-Gutierrez,en,1996-02-13,21,17,22942
Michelle Carter,Newfoundland and Labrador,"Patel, Jackson and Rhodes",fr,1988-01-04,29,26,22958
Tyler Smith,Prince Edward Island,Whitney Inc,fr,1995-08-22,21,21,22967
Ralph Yang,Northwest Territories,"Cunningham, King and Sullivan",fr,1956-05-27,61,20,22976
Brian Gilbert,Alberta,Nichols-Reed,en,1959-12-18,57,27,22979
Charles Bryan,New Brunswick,"Hall, Guerrero and Reed",en,1989-01-31,28,28,22990
John Scott,Manitoba,"Ramirez, Smith and Bowers",fr,1988-05-13,29,24,22991
Heather Perez,Yukon Territory,Stevens-May,fr,1996-01-17,21,21,23008
Aaron Madden,Prince Edward Island,Lewis-Bowers,fr,1989-03-10,28,21,23015
Lisa Ruiz PhD,Nunavut,Wang LLC,en,1986-09-26,30,27,23016
Jennifer Evans,Yukon Territory,"Ramirez, Bennett and Anderson",en,1998-06-03,18,18,23018
Paul Perez,Manitoba,"Holmes, Austin and Cohen",en,1944-05-20,73,28,23023
Andrew Gibson,Alberta,David and Sons,fr,1982-11-20,34,22,23027
Brandy Rhodes,Ontario,Bender LLC,fr,1967-07-24,49,24,23029
Tyler Torres,Nunavut,Clark-Grant,en,1955-11-28,61,31,23037
Paul Hernandez,Yukon Territory,Banks Inc,en,1968-12-15,48,22,23069
Dennis Coleman,Nova Scotia,Ramirez and Sons,fr,1961-07-13,55,34,23110
Sarah Phillips,Nova Scotia,"Sanchez, Knight and Johnson",fr,1971-05-29,46,35,23111
Robert Caldwell,Prince Edward Island,Bailey LLC,fr,1987-08-08,29,23,23114
David Gould,New Brunswick,"Harris, Kane and Mann",fr,1954-06-14,62,18,23123
Bryan Johnson,Nova Scotia,"Rivera, Ramos and Lee",en,1968-02-17,49,24,23129
Amanda Williams,Ontario,Simmons and Sons,fr,1945-11-15,71,17,23135
Melissa Murphy,Prince Edward Island,Grant Ltd,fr,1972-03-27,45,34,23136
Jacqueline Martinez,New Brunswick,Mason-Carter,en,1945-07-25,71,20,23138
Diane Dixon,New Brunswick,"Logan, Lane and Hodges",en,1981-11-10,35,24,23153
Keith Morgan,Yukon Territory,Salazar-Caldwell,fr,1992-02-26,25,17,23159
Cindy Poole,Yukon Territory,Hess-Scott,en,1947-07-27,69,32,23160
Justin Smith,Newfoundland and Labrador,Stewart-Christensen,en,1997-01-18,20,20,23162
Morgan Rivera,Nunavut,"Pineda, Williams and Huff",en,1992-11-04,24,19,23164
David Stokes,New Brunswick,Murray-Reyes,fr,1949-01-06,68,24,23167
Christopher Poole,Saskatchewan,Sullivan-Wade,en,1941-12-07,75,26,23175
Margaret Miller,Northwest Territories,"Mendoza, Fisher and Bowen",en,1976-09-03,40,20,23178
Laura Hudson,Yukon Territory,Silva-Baldwin,fr,1995-12-09,21,21,23179
Matthew Graves,Nova Scotia,"Bailey, Guzman and Leonard",fr,1989-07-24,27,19,23180
Julie Cameron,Prince Edward Island,"Cannon, Mayer and Brooks",fr,1969-08-23,47,27,23181
Justin Green,Nova Scotia,Wright-Parrish,en,1952-03-19,65,28,23188
Susan Carr,Nunavut,"Arnold, Potts and Caldwell",fr,1977-07-03,39,20,23189
Joshua Smith,New Brunswick,Armstrong-Smith,fr,1957-09-07,59,22,23190
Xavier Clark,Nova Scotia,Haley-David,fr,1949-09-22,67,25,23199
Andrew Richardson,Newfoundland and Labrador,Weber-Gardner,fr,1981-04-24,36,35,23204
Donald Taylor,Saskatchewan,Brown-Miller,en,1976-12-28,40,33,23221
Matthew Collins,Manitoba,Holder-Hutchinson,fr,1981-10-04,35,33,23227
Mr. Troy Hughes DVM,Ontario,"Deleon, Jones and Tanner",fr,1960-07-29,56,28,23249
Christopher Reed,Quebec,"Reeves, Cochran and Thompson",en,1955-11-20,61,22,23258
Dillon Morales,Saskatchewan,Brown PLC,en,1952-04-08,65,18,23261
Alison Jackson,British Columbia,"Reyes, Shannon and Schneider",fr,1992-03-31,25,20,23266
Amanda Dean,British Columbia,"George, Harvey and Edwards",en,1969-05-10,48,21,23281
Christian Montgomery,Prince Edward Island,"Parker, Rodriguez and Prince",fr,1999-06-06,17,17,23284
Ashley Kim,Saskatchewan,Turner LLC,fr,1954-04-28,63,18,23310
Mr. Corey Lowery MD,Nova Scotia,Little-Mendoza,fr,1957-07-22,59,24,23313
Ann Guerra,Newfoundland and Labrador,Hall-Spencer,en,1946-11-03,70,23,23317
Jacob Robinson,Prince Edward Island,Beltran PLC,fr,1991-07-26,25,25,23323
Kathryn Peterson,Newfoundland and Labrador,Smith PLC,en,1996-04-12,21,21,23335
Whitney Jones,Yukon Territory,Wiley PLC,fr,1970-02-27,47,24,23349
Kimberly Carter,Prince Edward Island,Nguyen-Holder,en,1941-10-24,75,31,23360
Dr. Benjamin Chavez,Prince Edward Island,Rojas-Washington,en,1974-10-19,42,34,23367
Dominic Anderson,British Columbia,Barnett-Jackson,fr,1951-07-25,65,27,23369
Brandon Pearson,Newfoundland and Labrador,Phillips-Bowman,fr,1977-07-08,39,21,23396
Karen Wilson,Quebec,"Boyle, Gonzalez and Williams",en,1996-10-29,20,19,23402
Amy Lewis,Prince Edward Island,Frost LLC,fr,1972-08-18,44,27,23425
Jesse Henderson,Nova Scotia,Lee Ltd,en,1998-10-06,18,18,23443
Tammy Mason,Nunavut,Shaffer-Church,fr,1953-10-04,63,31,23473
Tina Phillips,Prince Edward Island,Evans Group,fr,1974-08-02,42,31,23476
Joshua Thomas,British Columbia,Thomas PLC,en,1954-03-03,63,28,23478
Casey Jennings,Ontario,Davis Group,en,1971-11-01,45,27,23481
Cathy Smith,Prince Edward Island,Medina and Sons,fr,1956-10-20,60,31,23504
Todd Mcgee,Manitoba,Norris LLC,en,1983-07-25,33,24,23518
Lisa Ortiz,Prince Edward Island,"Anderson, Callahan and Hatfield",fr,1993-07-02,23,23,23519
Michelle Harper,Newfoundland and Labrador,"Newton, Jones and Mason",fr,1986-07-11,30,19,23524
Tara Williams,Alberta,Smith LLC,en,1965-09-17,51,24,23545
Roger Smith,Saskatchewan,Cherry PLC,en,1978-01-09,39,29,23552
Randall Hudson,Manitoba,"Ford, Fowler and Huffman",en,1955-02-17,62,26,23555
David Glover,Nova Scotia,"Shea, Pope and Fleming",fr,1998-09-16,18,18,23557
Michelle Schwartz,British Columbia,"Robinson, Maxwell and Boyd",en,1966-03-19,51,30,23561
Susan Reyes,British Columbia,Robinson-Carrillo,en,1970-11-13,46,18,23570
Denise Morales,New Brunswick,Marks Ltd,fr,1977-01-28,40,30,23581
Jacqueline Delgado,New Brunswick,"Harris, Warner and Brennan",fr,1951-12-29,65,27,23587
Jessica Rivera,Prince Edward Island,"Diaz, Booker and Roberts",fr,1952-11-11,64,35,23588
Jennifer Perez,Manitoba,"Stewart, Jenkins and Vasquez",fr,1951-11-27,65,34,23596
Bryan Craig,Alberta,"Davis, Jackson and Bailey",fr,1964-03-27,53,19,23601
Todd Richardson,Prince Edward Island,Chang-Day,en,1992-07-31,24,24,23604
Kim Ramsey,Newfoundland and Labrador,"Freeman, Moore and Arnold",fr,1992-06-01,24,24,23619
Allison Vargas MD,Northwest Territories,Bauer-Hudson,en,1946-05-09,71,34,23625
Norma Jones,Northwest Territories,Rangel LLC,fr,1986-05-04,31,21,23634
Andrea Patterson,British Columbia,Chan-Williams,en,1992-03-07,25,25,23637
James Moore,Nunavut,Harrison-Weaver,fr,1971-06-29,45,19,23643
Charles Lambert,Northwest Territories,Reed-Meyer,fr,1957-05-31,60,33,23650
Christopher Pierce,Prince Edward Island,"Martinez, Hart and Miller",fr,1980-09-01,36,24,23660
Erica Holder,New Brunswick,Clay-Robertson,en,1949-09-23,67,24,23663
